,social_assit,pharmaceutical,general_surgeon,general_practitioner,nurse,physiotherapist,gynecologist,family_physician,Nutricionista,pediatrician
353205,-,2,-,3,5,1,-,1,-,-
353210,1,1,-,-,5,1,-,-,-,-
353215,2,-,-,2,4,3,-,-,-,-
353220,1,2,-,2,6,2,-,2,1,-
353230,1,1,-,3,4,1,1,-,-,1
353240,1,6,-,1,12,2,-,-,3,1
353250,1,3,-,7,7,3,-,-,1,1
353260,4,6,-,13,21,10,-,1,3,3
353270,-,-,-,2,7,1,-,1,-,-
353280,1,2,-,5,11,2,1,2,1,-
353282,1,-,-,1,9,3,-,2,-,-
353284,1,1,-,-,4,3,-,-,1,1
353286,1,1,-,-,2,1,-,1,1,-
353290,1,2,-,-,6,5,-,3,2,1
353300,3,5,-,10,15,7,-,2,4,4
353310,1,1,-,-,2,2,-,1,1,1
353320,1,1,-,3,8,1,-,1,1,-
353325,-,1,-,1,3,1,-,2,-,1
353330,-,2,-,1,4,1,-,-,1,-
353340,7,4,-,54,39,16,1,-,4,16
353350,8,14,-,38,40,31,1,-,9,5
353360,1,1,-,4,10,7,2,1,1,2
353370,-,1,-,-,3,1,-,-,-,-
353380,-,1,-,2,2,1,-,-,-,-
353390,9,24,-,43,80,17,2,6,8,5
353400,1,3,-,3,6,3,1,1,1,1
353410,-,-,-,-,7,2,-,-,1,-
353420,2,1,-,6,7,5,-,1,3,-
353430,7,7,-,41,30,27,2,2,10,11
353440,60,61,43,570,908,240,143,43,61,222
353450,-,1,-,3,8,2,-,1,1,-
353460,6,3,-,30,35,23,2,1,5,5
353470,19,21,6,76,218,61,14,4,24,18
353475,1,10,-,2,17,8,-,1,3,1
353480,2,1,-,3,7,2,-,-,1,-
353490,5,6,-,7,23,5,-,-,1,1
353500,-,4,-,10,9,5,-,-,-,-
353510,-,2,-,5,5,3,-,3,-,-
353520,1,4,-,5,7,4,-,-,1,-
353530,3,3,1,11,24,15,-,1,3,3
353540,1,3,-,6,28,7,1,1,2,-
353550,10,8,-,24,52,26,1,6,5,2
353560,1,3,-,8,17,3,-,1,-,2
353570,1,3,-,7,2,3,-,1,2,-
353580,2,20,-,16,13,10,-,1,1,-
353590,1,1,-,1,3,3,-,-,1,-
353600,-,5,-,-,12,1,-,2,1,-
353610,1,1,-,3,6,2,-,-,-,-
353620,12,10,6,24,109,25,8,5,8,9
353625,1,2,-,2,4,1,1,-,-,-
353630,4,4,-,5,16,3,-,3,2,1
353640,1,3,-,5,13,-,-,1,1,-
353650,21,33,3,81,158,51,10,-,11,27
353657,1,1,-,-,3,2,-,1,-,-
353660,1,2,-,5,8,4,-,-,1,2
353670,8,11,-,17,35,11,1,5,4,4
353680,-,3,-,2,4,2,-,1,1,-
353690,1,-,-,1,3,4,-,1,-,-
353700,1,4,-,5,12,7,-,4,1,1
353710,4,5,1,27,26,12,1,6,5,4
353715,-,-,-,2,4,1,-,-,1,-
353720,-,1,-,2,11,3,-,1,2,1
353730,12,28,2,33,67,23,7,5,7,9
353740,3,5,-,10,23,10,1,5,6,3
353750,1,1,-,4,9,1,-,2,1,1
353760,8,7,-,40,51,10,4,18,5,10
353770,-,3,-,-,6,3,-,-,1,-
353780,2,4,2,27,26,14,6,1,3,7
353790,3,4,-,14,19,6,1,4,2,2
353800,15,19,8,161,220,83,22,18,21,69
353810,-,5,-,22,17,4,-,3,-,1
353820,1,4,-,3,8,3,-,-,3,-
353830,1,1,-,1,4,1,-,2,1,-
353850,1,-,-,3,8,2,-,3,-,-
353860,2,4,-,3,6,7,-,-,3,-
353870,46,90,21,509,666,246,24,38,56,97
353880,5,9,-,24,34,17,-,4,5,1
353890,10,4,-,14,25,8,-,2,4,-
353900,2,3,1,5,9,5,-,1,1,1
353910,1,1,-,10,12,6,1,2,1,1
353920,6,2,-,12,29,9,-,4,3,-
353930,19,15,-,83,112,48,4,6,13,14
353940,1,5,-,2,16,3,-,1,3,-
353950,5,9,-,30,40,15,2,2,6,2
353960,-,3,-,3,7,2,-,2,-,-
353970,1,2,-,-,5,2,-,-,-,-
353980,13,20,1,24,42,30,7,4,6,12
353990,-,2,-,6,4,4,-,-,1,-
354000,4,3,-,13,19,25,-,5,11,3
354010,1,-,-,-,2,1,-,-,1,-
354020,5,9,-,27,31,19,-,7,3,2
354025,1,2,-,1,4,2,-,-,2,-
354030,-,1,-,7,5,1,-,-,-,1
354040,1,2,-,-,3,2,-,1,1,-
354050,1,1,-,1,15,2,-,1,-,-
354060,7,11,1,64,46,25,6,5,8,3
354070,6,5,-,86,52,23,1,7,9,6
354075,4,1,-,1,14,4,-,6,1,-
354080,2,3,1,5,13,9,4,4,4,1
354085,-,1,-,2,5,2,-,-,1,-
354090,-,2,-,21,11,5,3,1,-,1
354100,27,15,7,142,351,100,15,73,20,92
354105,1,1,-,3,4,1,-,1,-,-
354110,-,2,-,-,2,4,-,1,1,-
354120,11,3,-,3,21,3,1,2,3,1
354130,3,4,-,25,26,4,1,2,4,2
354140,75,80,7,413,567,216,25,15,58,86
354150,15,13,-,23,43,19,3,7,3,2
354160,7,7,-,16,56,19,-,4,8,4
354165,1,1,-,-,2,2,-,-,-,-
354170,3,3,-,10,19,4,-,-,2,1
354180,-,2,-,1,8,5,-,-,2,-
354190,1,-,-,5,7,3,-,1,1,1
354200,2,1,-,1,8,7,-,1,5,-
354210,-,1,-,4,4,4,-,-,1,-
354220,7,7,-,17,43,15,-,4,9,1
354230,-,-,-,1,5,1,-,-,-,2
354240,2,3,-,4,19,9,-,5,2,2
354250,3,3,-,-,8,6,-,2,1,-
354260,9,23,3,38,113,41,8,14,13,10
354270,1,1,-,3,6,4,-,-,-,-
354280,-,1,-,-,2,1,-,1,-,-
354290,1,3,-,3,9,6,-,-,1,1
354300,1,5,-,-,21,3,-,3,1,2
354310,-,1,-,2,2,1,-,1,1,-
354320,1,1,-,2,7,2,-,1,1,1
354323,1,-,-,-,2,2,-,-,-,-
354325,1,-,-,2,4,-,-,-,-,-
354330,11,10,1,58,120,53,34,13,11,22
354340,136,188,53,587,1484,405,203,47,127,326
354350,1,1,-,1,4,-,1,-,-,-
354360,1,2,-,5,1,2,-,-,1,-
354370,1,2,-,3,8,4,-,2,-,1
354380,1,3,-,24,9,5,-,1,1,1
354390,35,42,1,102,260,89,25,20,26,45
354400,3,5,-,3,12,10,-,-,2,1
354410,4,2,-,15,17,8,-,-,2,-
354420,4,5,-,2,15,5,-,2,2,1
354425,6,9,-,24,43,13,1,1,3,3
354430,2,1,-,24,13,3,-,-,1,-
354440,2,1,-,-,4,-,-,-,-,-
354450,2,2,-,1,3,4,-,-,1,-
354460,-,1,-,3,3,1,-,2,-,-
354470,-,2,-,-,3,3,-,-,-,-
354480,-,2,-,13,7,2,-,-,-,-
354490,1,1,-,3,11,8,1,1,4,1
354500,-,2,1,7,9,5,-,-,2,-
354510,-,1,-,-,5,1,-,1,1,-
354515,-,2,-,4,8,3,-,-,-,-
354520,15,18,2,35,131,33,8,5,18,18
354530,1,5,1,12,41,12,4,6,2,13
354540,2,2,-,4,9,5,-,-,1,1
354550,1,3,-,2,4,2,-,1,-,-
354560,-,1,-,4,14,8,-,2,1,-
354570,1,1,-,2,7,1,-,1,1,-
354580,22,37,5,80,146,56,6,3,9,14
354600,3,3,-,8,10,6,1,4,1,-
354610,2,2,-,-,4,4,1,1,1,-
354620,1,1,-,-,6,2,-,1,-,-
354625,-,1,-,1,1,2,-,1,1,1
354630,2,4,-,21,26,10,-,3,7,2
354640,7,21,-,39,52,21,3,3,4,5
354650,-,2,-,3,7,1,-,-,1,-
354660,9,10,-,29,56,43,1,6,8,4
354670,3,3,-,12,17,7,-,2,1,1
354680,5,15,-,27,60,12,1,3,3,2
354690,-,2,-,1,6,3,-,-,-,-
354700,-,-,-,2,4,1,1,-,1,-
354710,1,1,-,-,4,-,-,-,-,-
354720,1,2,-,-,3,2,-,1,-,-
354730,23,35,6,74,157,31,20,-,16,40
354740,-,1,-,-,3,3,-,-,-,-
354750,8,12,-,20,38,15,1,-,7,3
354760,2,8,-,14,19,16,-,-,3,4
354765,1,1,-,1,3,2,-,-,1,-
354770,4,6,-,6,16,7,-,2,3,1
354780,63,122,40,476,1139,472,176,36,113,297
354790,1,2,-,6,9,4,1,-,1,1
354800,3,1,-,6,18,8,-,1,1,1
354805,-,3,-,2,9,4,-,1,1,-
354810,-,1,-,2,3,3,1,1,-,1
354820,1,-,-,1,6,1,-,1,1,1
354830,-,1,-,-,3,1,-,1,-,-
354840,-,3,-,-,9,4,-,1,1,-
354850,108,112,115,846,1169,395,112,25,118,250
354860,2,3,1,16,9,5,-,1,1,1
354870,102,148,66,829,1423,414,156,32,122,225
354880,46,40,20,248,359,134,51,22,24,116
354890,23,29,14,251,294,182,32,17,32,67
354900,1,1,-,2,2,1,-,-,1,-
354910,17,41,2,130,187,91,13,7,29,25
354920,-,2,-,-,4,-,-,-,-,-
354925,-,2,-,1,3,2,-,1,-,-
354930,1,-,-,2,4,1,-,1,-,-
354940,4,4,1,48,47,29,4,5,11,5
354950,1,1,-,-,6,3,-,-,2,-
354960,-,-,-,1,8,1,1,-,-,1
354970,8,14,2,60,63,24,1,4,10,8
354980,132,176,42,371,1461,459,121,36,113,159
354990,81,168,43,558,1415,413,114,27,114,230
354995,-,-,-,2,13,3,-,3,-,-
355000,1,1,-,5,10,1,-,2,1,-
355010,7,8,-,17,28,17,3,5,3,3
355020,3,20,-,8,33,10,-,1,1,-
355030,2252,2944,1074,9482,26312,6254,2302,1174,2170,3518
355040,3,9,-,12,40,15,-,3,3,1
355050,-,1,-,1,7,5,-,1,1,-
355060,8,12,-,51,92,45,9,5,16,18
355070,10,28,-,76,103,25,5,17,5,13
355080,2,4,-,5,9,8,-,1,3,-
355090,1,2,-,3,10,7,-,-,2,1
355100,37,26,3,41,165,49,5,20,14,16
355110,1,2,-,3,7,4,-,-,-,1
355120,-,1,-,-,3,2,-,1,-,1
355130,-,1,-,-,7,4,-,1,3,-
355140,5,1,-,3,12,-,-,3,-,-
355150,6,7,-,19,58,21,1,2,5,9
355160,3,6,1,10,22,5,3,6,3,3
355170,17,25,-,109,145,61,17,2,17,34
355180,3,2,-,1,14,3,-,-,2,1
355190,1,-,-,2,11,7,-,1,-,-
355200,-,1,-,2,11,3,-,3,-,1
355210,5,7,-,24,30,11,-,3,5,1
355220,91,92,84,410,912,278,132,40,81,258
355230,-,4,-,2,13,5,-,2,1,1
355240,27,26,7,107,204,46,11,15,15,37
355250,5,18,2,55,181,50,6,12,18,16
355255,1,1,-,-,4,2,-,-,3,-
355260,2,3,1,6,8,3,-,-,2,2
355270,1,6,1,4,14,5,1,-,2,1
355280,12,58,9,156,356,79,27,2,36,60
355290,1,2,-,3,5,2,-,2,1,-
355300,1,3,-,5,17,2,1,2,1,-
355310,-,1,-,3,12,4,-,1,1,-
355320,-,1,-,3,9,2,-,1,-,-
355330,2,11,-,11,18,12,1,3,5,1
355340,6,2,-,21,19,10,1,4,4,2
355350,-,3,-,-,7,2,-,-,-,2
355360,4,3,-,2,17,3,-,4,2,-
355365,-,1,-,3,5,-,-,-,2,-
355370,9,20,-,22,43,25,1,4,8,3
355380,3,2,-,1,20,8,-,2,1,1
355385,1,2,-,2,11,-,-,1,1,-
355390,1,2,-,-,5,3,-,2,-,-
355395,3,1,-,2,11,5,-,1,1,2
355400,11,28,1,52,131,56,10,8,10,14
355410,31,52,25,308,587,157,37,16,72,96
355420,1,1,-,2,5,2,-,1,-,-
355430,2,4,-,18,18,5,-,3,3,1
355440,1,1,-,1,8,2,-,2,1,-
355450,3,6,-,20,34,14,1,5,8,4
355460,1,1,-,-,3,-,-,-,-,-
355465,2,1,-,-,1,2,-,-,-,-
355470,2,3,-,2,9,3,-,1,-,-
355475,-,2,-,1,2,2,-,-,1,-
355480,14,3,-,5,28,6,1,2,3,1
355490,-,3,-,-,4,3,-,-,1,-
355495,-,-,-,-,5,2,-,-,1,-
355500,10,19,-,101,92,43,-,2,11,9
355510,3,6,-,4,26,9,1,3,4,3
355520,1,2,-,-,1,2,-,1,1,-
355530,1,2,-,-,1,3,-,1,-,-
355535,1,1,-,-,4,2,-,-,1,-
355540,12,12,-,59,105,21,3,18,7,11
355550,1,1,-,4,9,2,-,3,1,1
355560,2,1,-,-,10,3,-,3,2,-
355570,-,2,-,-,2,2,-,1,1,-
355580,1,3,-,2,14,1,-,2,1,-
355590,-,1,-,-,2,2,-,-,1,-
355600,1,5,-,2,11,1,-,2,2,3
355610,2,3,-,4,12,4,-,3,1,-
355620,19,15,15,85,118,47,17,1,12,35
355630,9,9,-,6,24,11,-,2,3,1
355635,1,2,-,-,3,2,-,-,-,-
355640,5,5,1,20,26,22,-,8,8,4
355645,4,4,-,10,35,11,1,6,5,1
355650,3,8,-,16,32,5,3,9,4,5
355660,1,-,-,6,9,1,-,2,1,-
355670,8,15,1,31,84,37,1,-,20,17
355680,3,4,-,7,16,8,-,2,2,1
355690,-,1,-,2,4,4,-,-,1,-
355695,-,2,-,-,3,1,-,1,1,-
355700,23,10,1,36,89,20,1,2,3,10
355710,32,53,4,126,320,71,3,7,16,16
355715,-,2,-,1,5,1,-,-,-,-
355720,2,3,-,1,9,2,-,1,2,3
355730,2,2,-,4,14,4,-,1,-,-
410010,2,3,-,1,7,4,-,-,-,-
410020,1,-,-,2,6,2,1,2,-,1
410030,-,1,-,8,10,2,-,2,2,1
410040,5,3,-,64,48,8,5,8,2,2
410045,-,2,-,4,8,1,-,1,2,-
410050,2,5,-,5,16,7,-,6,1,-
410060,3,1,-,7,7,3,-,1,-,1
410070,2,2,-,25,13,3,-,1,-,1
410080,1,2,-,7,15,5,-,-,1,1
410090,-,1,-,4,7,1,1,1,-,-
410100,3,4,-,10,17,9,1,3,3,1
410105,2,1,-,-,3,3,-,-,1,-
410110,3,5,1,13,18,16,2,5,4,4
410115,1,2,-,3,9,3,1,1,2,-
410120,1,3,-,8,15,5,6,4,3,1
410130,2,3,-,5,6,1,1,2,1,1
410140,15,32,5,222,224,66,7,27,31,44
410150,10,29,4,128,307,65,3,17,16,13
410160,3,4,-,15,20,9,-,3,3,1
410165,-,2,-,1,4,-,-,2,1,-
410170,1,2,-,6,8,6,-,1,2,1
410180,17,34,11,315,203,46,40,9,12,67
410185,1,1,-,2,3,1,-,-,-,-
410190,2,4,1,9,18,7,1,3,1,-
410200,4,12,-,23,48,16,1,2,9,4
410210,5,6,-,19,26,10,2,1,4,3
410220,2,3,-,5,9,2,-,1,2,1
410230,1,3,-,5,12,5,1,2,1,1
410240,5,10,1,19,38,29,1,2,6,2
410250,2,2,-,7,14,5,-,2,1,-
410260,3,3,-,4,7,3,-,1,1,1
410270,-,-,-,-,2,1,-,1,-,-
410275,1,1,-,-,3,2,-,1,1,-
410280,4,2,-,14,15,10,-,2,1,2
410290,3,3,-,10,7,2,-,-,2,1
410300,-,1,-,2,6,2,-,1,1,-
410302,1,-,-,1,2,3,-,1,1,-
410304,-,1,-,-,4,1,-,2,1,-
410305,2,-,-,6,9,1,-,2,1,-
410310,1,1,-,7,10,3,-,2,1,-
410315,1,1,-,-,4,3,1,2,1,1
410320,2,3,-,1,6,3,-,1,1,1
410322,-,4,-,1,4,3,-,1,1,1
410330,2,2,-,3,10,4,-,2,-,-
410335,1,2,-,1,5,4,-,1,1,-
410337,-,1,-,12,3,1,-,-,1,-
410340,1,2,-,2,3,2,-,-,-,1
410345,4,4,-,17,18,8,1,-,2,1
410347,-,2,-,3,9,1,-,-,1,1
410350,2,3,-,3,5,6,-,4,1,-
410360,3,3,1,10,21,13,1,4,2,1
410370,10,13,1,172,111,22,21,11,8,26
410380,4,2,-,4,6,4,-,-,2,1
410390,1,6,-,2,9,9,1,3,1,1
410395,1,1,-,2,5,2,1,-,2,-
410400,9,11,13,44,50,27,6,4,4,15
410405,2,2,-,-,4,2,-,1,1,-
410410,2,1,-,2,8,3,-,3,1,-
410420,15,40,28,120,388,112,29,27,30,48
410425,2,4,-,47,22,5,-,4,3,-
410430,20,45,8,111,201,49,8,6,24,14
410440,2,2,-,1,10,2,-,3,1,-
410442,3,3,-,3,14,6,-,6,1,-
410445,1,-,-,1,6,1,1,2,-,-
410450,3,6,-,8,15,5,-,1,2,1
410460,2,2,-,4,18,8,-,8,3,3
410465,2,1,-,27,13,7,1,5,2,3
410470,3,-,-,8,7,5,-,2,-,-
410480,131,179,13,452,684,267,35,34,76,79
410490,7,17,1,75,66,27,7,9,11,6
410500,2,3,-,2,6,2,-,3,-,-
410510,1,1,-,8,10,4,1,1,1,-
410520,1,-,-,2,11,2,-,3,1,-
410530,2,3,-,2,13,4,-,4,2,-
410540,3,5,-,29,33,12,2,3,7,3
410550,10,60,-,119,106,53,1,10,13,12
410560,2,1,-,7,9,4,-,1,1,1
410570,3,6,-,23,20,7,-,2,3,1
410580,6,16,1,76,133,30,17,45,13,19
410590,4,6,1,32,33,13,1,4,2,1
410600,1,3,-,3,13,2,-,1,-,1
410610,1,-,-,1,3,2,-,1,-,-
410620,2,-,-,7,13,6,2,4,2,-
410630,2,5,-,21,21,11,-,9,3,2
410640,13,18,1,75,102,36,4,11,17,11
410645,2,2,-,2,10,2,-,4,2,2
410650,4,5,-,15,32,8,-,8,3,4
410655,-,1,-,-,5,1,-,1,-,-
410657,2,2,-,1,4,4,-,2,1,-
410660,6,3,-,27,21,8,1,1,1,1
410670,-,1,-,1,4,1,-,1,-,-
410680,3,2,-,6,11,3,-,4,-,1
410685,1,1,-,2,4,2,-,1,1,-
410690,259,558,129,2444,3653,1274,442,174,401,707
410700,1,4,-,8,14,4,-,1,-,-
410710,2,2,-,2,7,3,-,2,-,-
410712,1,1,-,-,2,1,-,1,1,-
410715,1,1,-,5,5,3,-,-,-,-
410720,5,20,-,31,37,18,2,2,8,5
410725,1,5,-,3,10,4,-,4,1,-
410730,2,2,-,3,8,5,-,-,1,-
410740,2,3,-,5,8,4,-,1,1,-
410750,1,3,-,4,10,2,-,1,-,1
410752,1,1,-,1,5,2,-,1,1,-
410753,-,3,-,1,6,2,1,-,2,1
410754,-,2,-,1,3,1,-,2,1,-
410755,1,1,-,-,5,1,-,-,1,-
410760,1,-,-,5,9,6,-,2,1,1
410765,4,9,-,36,48,16,2,17,5,7
410770,1,2,-,1,5,2,-,-,1,-
410773,1,4,-,3,5,4,1,-,1,1
410775,2,2,-,-,6,5,-,1,2,-
410780,1,2,-,2,8,3,-,-,-,1
410785,1,2,-,1,6,4,-,1,1,1
410790,-,4,-,7,9,4,-,1,2,1
410800,1,1,-,9,15,5,-,1,1,-
410810,2,1,-,4,10,3,-,-,-,1
410820,-,1,-,1,12,4,-,3,2,2
410830,37,84,3,292,465,123,47,41,49,46
410832,-,3,-,5,14,2,-,2,1,-
410840,24,57,5,129,215,77,11,8,28,20
410845,2,1,-,1,6,7,-,2,1,1
410850,1,2,-,6,10,4,-,1,1,1
410855,2,1,-,-,6,2,-,1,-,-
410860,5,8,-,17,31,11,-,7,4,2
410865,1,1,-,2,9,3,-,2,-,-
410870,1,2,-,-,9,3,-,-,1,-
410880,2,5,-,28,43,8,3,9,3,3
410890,2,2,-,4,7,2,-,1,-,-
410895,2,-,-,4,7,2,-,1,1,-
410900,1,-,-,6,6,1,-,-,1,-
410910,-,1,-,1,2,1,-,-,-,-
410920,1,2,-,2,7,4,1,2,1,-
410930,3,3,-,7,12,2,-,1,3,2
410940,27,40,1,180,252,141,9,24,42,24
410950,2,3,-,8,8,2,-,3,2,-
410960,3,4,-,14,31,9,8,10,2,5
410965,1,2,-,6,12,5,-,1,2,-
410970,2,4,-,12,31,9,1,5,1,3
410975,2,3,-,3,5,2,-,-,1,-
410980,7,18,1,36,61,17,8,7,4,14
410990,1,3,-,5,11,5,-,1,2,-
411000,1,2,-,3,6,3,-,-,-,-
411005,1,1,-,1,4,1,-,1,1,-
411007,2,1,-,2,6,2,-,2,-,-
411010,3,11,-,10,17,6,1,5,1,1
411020,2,2,-,7,8,2,-,3,-,-
411030,-,-,-,1,8,2,-,1,1,-
411040,1,1,-,2,10,2,1,-,1,1
411050,3,3,-,25,15,6,1,2,1,-
411060,2,2,1,5,8,5,-,3,1,1
411065,1,-,-,-,3,2,-,-,1,-
411070,8,17,1,43,68,31,4,5,8,9
411080,1,3,-,1,10,1,-,-,2,-
411090,1,1,-,-,5,2,-,2,-,-
411095,1,3,-,4,14,5,1,1,2,2
411100,-,3,-,1,6,-,-,1,-,-
411110,1,-,-,13,6,3,-,1,1,1
411120,2,2,-,11,12,4,-,3,3,1
411125,3,1,1,14,9,5,-,4,2,1
411130,1,2,-,1,6,1,-,1,-,-
411140,3,-,-,4,10,3,-,2,1,1
411150,7,11,1,26,63,16,5,6,9,5
411155,-,1,-,5,3,2,-,1,1,-
411160,-,3,-,2,8,1,1,-,1,-
411170,1,2,-,-,4,2,-,1,-,-
411180,5,8,-,53,45,15,2,9,5,5
411190,2,1,-,5,11,8,1,4,4,1
411200,5,8,1,7,29,9,3,2,1,2
411210,8,5,-,18,27,15,1,4,5,4
411220,1,-,-,1,7,3,-,-,1,-
411230,1,2,-,8,5,3,-,-,-,-
411240,3,2,-,2,6,4,-,3,1,-
411250,2,1,-,1,10,1,-,2,-,1
411260,1,-,-,1,1,1,-,1,1,-
411270,1,2,-,4,9,3,-,1,-,-
411275,1,-,-,1,10,1,-,-,3,1
411280,2,2,-,3,12,8,-,-,1,1
411290,1,1,-,8,4,2,-,1,-,-
411295,1,3,-,4,8,2,-,2,1,-
411300,2,4,-,-,8,4,-,1,1,-
411310,4,3,-,-,6,2,-,1,1,-
411320,10,9,-,27,38,22,6,8,8,3
411325,1,1,-,-,8,1,-,4,1,-
411330,6,14,-,26,37,18,3,4,9,2
411340,1,1,-,-,3,4,-,-,1,-
411342,1,2,-,1,4,2,-,2,1,-
411345,2,1,-,2,5,1,-,-,1,-
411350,4,2,1,18,20,8,3,4,4,5
411360,1,2,-,1,7,4,-,1,1,-
411370,91,149,16,840,1433,535,49,52,108,151
411373,-,1,-,-,4,-,-,2,2,-
411375,1,1,-,3,5,3,-,-,1,-
411380,-,3,-,1,6,2,-,1,2,1
411390,2,2,-,3,13,5,-,4,2,-
411400,3,4,-,1,15,6,1,2,-,1
411410,3,3,-,11,28,4,-,2,1,1
411420,6,3,-,20,42,11,1,11,5,2
411430,2,5,-,8,13,8,-,6,3,-
411435,1,1,-,-,4,1,-,1,1,-
411440,5,4,-,5,28,5,-,6,2,2
411450,1,1,-,2,9,3,-,4,1,-
411460,6,16,3,40,63,38,6,12,10,10
411470,2,1,-,1,6,1,-,-,1,-
411480,4,5,-,8,28,11,-,3,3,3
411490,2,2,-,1,9,2,-,3,-,-
411500,1,-,-,-,10,4,-,2,1,-
411510,-,2,-,4,11,1,-,4,1,-
411520,76,184,26,573,1242,293,70,54,86,135
411530,1,2,-,3,8,3,-,2,1,-
411535,1,1,-,1,9,3,-,-,1,-
411540,4,5,-,9,16,2,-,1,1,-
411545,1,2,-,-,3,2,-,2,1,-
411550,-,2,-,-,4,2,-,1,-,-
411560,2,3,1,15,14,7,1,2,4,3
411570,4,1,-,24,34,12,-,8,3,2
411573,-,1,-,-,5,2,-,-,2,-
411575,2,2,-,3,8,2,-,1,3,1
411580,11,17,1,36,56,16,5,5,8,3
411585,-,1,-,6,8,4,-,1,1,1
411590,-,1,-,2,3,-,-,-,-,-
411600,1,2,-,-,3,1,-,-,1,-
411605,2,1,-,5,14,3,-,1,1,-
411610,-,5,-,5,11,2,-,2,1,-
411620,2,2,-,5,8,6,-,7,3,-
411630,1,1,-,2,6,2,-,-,1,-
411640,2,-,1,-,3,2,-,1,-,-
411650,-,1,-,1,2,-,1,1,-,1
411660,1,2,-,2,3,4,-,1,1,-
411670,3,3,1,2,16,3,-,3,1,-
411680,2,2,-,1,7,3,-,1,1,-
411690,3,1,-,7,24,8,1,5,3,1
411695,2,2,-,2,7,4,-,1,1,-
411700,1,1,-,-,5,2,-,1,1,-
411705,-,2,-,5,12,3,-,2,1,-
411710,1,4,1,2,13,4,-,2,3,1
411720,2,4,-,2,9,1,-,1,1,-
411721,1,2,-,1,4,2,-,1,-,-
411722,-,3,-,2,8,3,1,2,2,1
411725,1,5,-,6,10,7,-,1,2,-
411727,3,-,-,4,5,3,-,-,3,1
411729,2,1,-,1,5,2,-,-,2,-
411730,3,3,-,9,18,4,-,7,2,1
411740,-,3,-,-,4,2,-,-,1,-
411745,-,1,-,4,8,3,-,-,1,1
411750,3,6,-,6,38,5,-,6,2,-
411760,4,28,-,32,43,13,-,3,3,1
411770,5,11,1,14,33,8,2,7,4,1
411780,2,1,-,4,11,3,-,2,1,-
411790,6,14,1,24,46,20,3,4,5,6
411800,1,4,-,4,8,2,1,4,2,1
411810,3,4,-,5,9,3,-,2,1,1
411820,18,18,6,80,106,48,7,23,15,15
411830,-,-,-,-,3,-,-,-,-,-
411840,16,13,4,71,117,32,11,12,14,13
411845,-,3,-,4,9,1,-,1,1,-
411850,13,43,2,143,176,96,7,8,33,26
411860,2,1,-,1,3,5,-,2,-,1
411870,1,1,-,-,1,-,-,2,1,-
411880,2,2,-,4,12,2,-,2,1,-
411885,-,1,-,3,7,2,-,1,1,1
411890,1,6,-,5,8,6,-,3,3,-
411900,-,2,-,2,6,4,-,2,1,-
411910,2,2,1,19,10,3,-,2,2,-
411915,13,24,-,149,152,26,5,20,12,13
411920,1,2,-,2,4,3,-,1,-,-
411925,1,2,-,1,3,2,-,-,1,-
411930,3,2,-,13,19,11,-,-,3,-
411940,4,8,-,9,13,6,-,6,1,2
411950,26,19,-,26,67,11,1,17,12,3
411960,4,11,-,21,28,21,2,-,7,4
411965,1,-,-,2,2,-,-,1,-,-
411970,1,3,-,2,3,1,-,1,1,-
411980,1,4,-,2,11,5,-,1,1,3
411990,93,119,6,316,480,222,27,64,46,56
411995,3,5,-,7,17,7,2,2,3,1
412000,3,1,-,19,13,7,1,-,1,1
412010,1,1,-,1,3,3,-,1,-,-
412015,-,1,-,-,3,1,-,1,1,-
412020,1,-,-,3,3,1,-,1,1,-
412030,1,1,-,2,3,2,-,1,2,-
412033,2,2,-,2,6,2,-,1,2,-
412035,1,3,-,5,11,5,-,1,3,-
412040,1,3,-,1,7,2,-,1,1,-
412050,1,2,-,2,10,5,-,2,-,-
412060,7,10,-,24,45,14,-,-,5,1
412065,1,2,-,-,4,1,-,2,-,-
412070,-,3,-,4,7,5,-,2,-,1
412080,2,5,-,2,11,6,-,9,1,-
412085,-,1,-,-,3,3,-,-,2,-
412090,3,9,-,9,22,7,-,6,2,3
412100,1,1,-,3,11,1,-,-,1,-
412110,1,3,-,-,6,3,-,2,1,-
412120,2,2,-,7,12,3,-,3,1,-
412125,1,-,-,2,5,1,-,1,-,-
412130,-,4,-,2,5,1,-,-,1,-
412135,1,1,-,-,3,-,-,-,1,-
412140,3,2,1,12,14,2,2,4,3,1
412150,2,2,-,-,6,6,-,6,3,-
412160,3,2,-,2,6,2,-,3,1,-
412170,2,3,-,9,15,5,-,4,1,1
412175,1,1,-,-,7,2,-,1,-,-
412180,1,-,-,3,7,5,-,-,1,1
412190,1,2,-,4,9,3,-,2,1,-
412200,4,-,-,5,9,2,-,4,1,-
412210,2,-,-,1,6,1,-,-,1,-
412215,2,4,-,-,8,3,-,3,1,-
412217,2,2,-,1,5,1,-,2,1,-
412220,3,-,-,8,19,11,-,7,3,-
412230,4,5,-,76,29,9,1,6,2,8
412240,6,11,-,5,64,15,2,5,7,5
412250,1,3,-,2,10,2,-,4,1,-
412260,2,3,-,3,6,4,-,1,2,-
412265,2,1,-,-,4,1,-,1,1,2
412270,2,1,-,2,6,2,-,1,-,-
412280,-,1,-,2,6,5,-,-,2,-
412290,1,-,-,1,5,2,-,1,1,-
412300,1,3,-,1,8,4,-,2,-,-
